id,label,prediction
168435,unrelated,unrelated
64363,agreed,agreed
199857,unrelated,unrelated
19224,unrelated,unrelated
135038,agreed,agreed
31046,agreed,unrelated
263299,unrelated,unrelated
278687,unrelated,unrelated
184828,agreed,unrelated
124125,agreed,unrelated
179476,unrelated,unrelated
97915,agreed,agreed
163611,agreed,unrelated
54084,unrelated,unrelated
7613,unrelated,unrelated
177036,agreed,unrelated
83543,unrelated,unrelated
314274,unrelated,unrelated
116769,agreed,unrelated
295695,unrelated,unrelated
105477,unrelated,unrelated
45253,unrelated,unrelated
174109,unrelated,unrelated
260014,agreed,unrelated
106813,agreed,unrelated
222941,unrelated,unrelated
122082,disagreed,unrelated
201478,unrelated,unrelated
290770,unrelated,unrelated
264619,agreed,unrelated
313090,agreed,agreed
218558,unrelated,agreed
228221,unrelated,unrelated
57112,unrelated,unrelated
200298,agreed,unrelated
272211,unrelated,unrelated
236136,unrelated,unrelated
54535,agreed,unrelated
88118,unrelated,agreed
171130,unrelated,unrelated
225843,unrelated,unrelated
287966,unrelated,unrelated
209183,unrelated,unrelated
44527,unrelated,unrelated
85243,unrelated,unrelated
38024,unrelated,unrelated
170779,unrelated,unrelated
72981,agreed,unrelated
205775,unrelated,unrelated
147783,unrelated,unrelated
244999,unrelated,unrelated
168600,unrelated,unrelated
40385,unrelated,unrelated
7554,agreed,unrelated
46117,unrelated,unrelated
265417,unrelated,unrelated
260357,unrelated,unrelated
59745,unrelated,unrelated
284523,unrelated,unrelated
52438,agreed,unrelated
4382,unrelated,unrelated
87472,unrelated,unrelated
302306,agreed,unrelated
141505,unrelated,unrelated
283458,agreed,agreed
47629,unrelated,unrelated
162228,agreed,unrelated
127441,agreed,unrelated
318644,unrelated,unrelated
120665,unrelated,unrelated
131780,unrelated,unrelated
288029,unrelated,unrelated
106367,unrelated,unrelated
231015,agreed,unrelated
194707,agreed,agreed
5822,unrelated,unrelated
233825,disagreed,unrelated
85782,unrelated,agreed
92238,unrelated,unrelated
29652,unrelated,unrelated
71395,unrelated,unrelated
100296,unrelated,unrelated
218351,unrelated,unrelated
155308,unrelated,unrelated
82025,unrelated,unrelated
163005,agreed,unrelated
241291,disagreed,unrelated
318781,agreed,unrelated
96703,unrelated,unrelated
46006,unrelated,unrelated
183448,unrelated,unrelated
14458,unrelated,unrelated
100093,unrelated,unrelated
166986,unrelated,unrelated
127016,unrelated,unrelated
191368,agreed,unrelated
64020,agreed,unrelated
142361,agreed,unrelated
292186,agreed,unrelated
320400,disagreed,unrelated
59766,agreed,unrelated
207867,unrelated,unrelated
47768,agreed,unrelated
57721,unrelated,unrelated
55089,agreed,unrelated
72151,agreed,unrelated
266859,unrelated,unrelated
120417,unrelated,unrelated
14146,unrelated,unrelated
150942,unrelated,unrelated
279007,agreed,unrelated
238578,unrelated,unrelated
47404,unrelated,unrelated
140048,unrelated,unrelated
257358,unrelated,unrelated
103257,unrelated,unrelated
274582,unrelated,unrelated
14686,unrelated,unrelated
264560,agreed,unrelated
9308,unrelated,unrelated
210018,unrelated,unrelated
315324,agreed,agreed
238405,unrelated,unrelated
110766,unrelated,unrelated
226281,unrelated,unrelated
280459,agreed,unrelated
44580,unrelated,unrelated
31553,unrelated,unrelated
211909,unrelated,unrelated
214490,unrelated,unrelated
238666,unrelated,unrelated
279325,unrelated,unrelated
115325,unrelated,unrelated
282665,agreed,unrelated
205490,unrelated,unrelated
250239,unrelated,unrelated
27567,unrelated,unrelated
203259,agreed,agreed
206543,unrelated,agreed
313077,unrelated,unrelated
201144,unrelated,unrelated
226930,agreed,agreed
244814,agreed,agreed
303187,unrelated,unrelated
145710,unrelated,unrelated
207260,unrelated,unrelated
31470,unrelated,unrelated
127073,unrelated,unrelated
143596,agreed,agreed
226884,agreed,agreed
237184,unrelated,unrelated
82680,agreed,unrelated
123628,disagreed,unrelated
60530,agreed,unrelated
19476,unrelated,unrelated
307236,agreed,unrelated
299276,unrelated,unrelated
254219,unrelated,unrelated
33781,unrelated,unrelated
292553,unrelated,agreed
108655,unrelated,unrelated
204645,unrelated,unrelated
197092,unrelated,unrelated
303949,unrelated,unrelated
255958,unrelated,unrelated
49949,unrelated,unrelated
87966,unrelated,unrelated
253378,unrelated,unrelated
155851,agreed,agreed
273425,unrelated,unrelated
168744,disagreed,unrelated
61448,unrelated,unrelated
205970,agreed,agreed
278407,unrelated,unrelated
119757,unrelated,unrelated
265091,unrelated,unrelated
62068,unrelated,unrelated
196112,unrelated,unrelated
151910,unrelated,agreed
232116,agreed,agreed
34148,unrelated,unrelated
264784,unrelated,unrelated
136521,agreed,unrelated
83744,unrelated,agreed
249723,unrelated,unrelated
174120,unrelated,unrelated
4001,unrelated,unrelated
105117,unrelated,unrelated
262701,unrelated,unrelated
307023,unrelated,unrelated
62122,unrelated,unrelated
64159,disagreed,unrelated
52725,unrelated,unrelated
27957,unrelated,unrelated
283825,unrelated,unrelated
119735,unrelated,unrelated
228106,unrelated,unrelated
268408,unrelated,unrelated
273965,unrelated,unrelated
63422,agreed,unrelated
32775,agreed,unrelated
176414,agreed,unrelated
101143,agreed,agreed
217221,agreed,agreed
130134,agreed,unrelated
224963,unrelated,unrelated
305320,agreed,unrelated
83110,unrelated,unrelated
98521,agreed,unrelated
115402,unrelated,unrelated
157992,unrelated,unrelated
67956,unrelated,unrelated
197249,unrelated,unrelated
300412,agreed,unrelated
311309,unrelated,agreed
146363,agreed,unrelated
209685,unrelated,unrelated
16750,unrelated,unrelated
262473,unrelated,unrelated
194325,agreed,agreed
250321,unrelated,unrelated
80019,agreed,unrelated
121379,unrelated,unrelated
314385,agreed,unrelated
114599,unrelated,unrelated
140788,agreed,agreed
16670,agreed,unrelated
270837,unrelated,unrelated
307305,agreed,unrelated
56850,unrelated,unrelated
239743,unrelated,unrelated
317099,agreed,unrelated
181466,unrelated,unrelated
257730,agreed,agreed
315569,unrelated,unrelated
27454,unrelated,unrelated
114111,agreed,unrelated
97878,agreed,agreed
25224,agreed,agreed
26511,agreed,unrelated
251671,agreed,unrelated
194526,unrelated,unrelated
226016,unrelated,unrelated
97600,unrelated,unrelated
81384,unrelated,unrelated
122887,agreed,unrelated
175679,disagreed,unrelated
241031,unrelated,unrelated
111033,agreed,unrelated
97294,unrelated,unrelated
167175,unrelated,unrelated
44282,unrelated,agreed
182018,unrelated,unrelated
238106,agreed,unrelated
46159,unrelated,unrelated
223153,unrelated,unrelated
218773,agreed,agreed
184542,unrelated,unrelated
286428,unrelated,unrelated
208541,unrelated,unrelated
276928,disagreed,unrelated
219710,unrelated,unrelated
129386,agreed,unrelated
162580,unrelated,unrelated
294720,unrelated,unrelated
148138,unrelated,agreed
4971,unrelated,unrelated
274246,unrelated,unrelated
104998,unrelated,unrelated
27712,unrelated,unrelated
135547,agreed,agreed
225571,agreed,unrelated
105742,unrelated,unrelated
163579,unrelated,unrelated
22458,unrelated,unrelated
220066,agreed,unrelated
195416,unrelated,unrelated
13670,disagreed,unrelated
120405,unrelated,unrelated
103146,agreed,unrelated
149222,unrelated,unrelated
86838,unrelated,unrelated
122546,agreed,unrelated
69403,unrelated,unrelated
70657,unrelated,unrelated
33700,unrelated,unrelated
102419,unrelated,unrelated
266423,disagreed,unrelated
95205,unrelated,unrelated
61980,unrelated,unrelated
88356,unrelated,unrelated
130305,unrelated,unrelated
50715,unrelated,unrelated
92533,unrelated,unrelated
81516,unrelated,unrelated
101125,agreed,unrelated
152118,agreed,unrelated
174800,agreed,unrelated
255856,unrelated,unrelated
40442,agreed,agreed
101328,unrelated,unrelated
58658,disagreed,unrelated
289999,unrelated,unrelated
299787,agreed,unrelated
156574,agreed,agreed
177416,unrelated,unrelated
197091,unrelated,unrelated
67266,unrelated,unrelated
319891,agreed,unrelated
69447,unrelated,unrelated
251307,unrelated,unrelated
310127,agreed,agreed
285015,unrelated,unrelated
59199,unrelated,unrelated
2425,agreed,unrelated
223532,disagreed,disagreed
22527,unrelated,unrelated
108720,agreed,unrelated
112781,unrelated,unrelated
23609,unrelated,unrelated
297481,unrelated,unrelated
168821,unrelated,unrelated
198934,unrelated,agreed
136872,unrelated,unrelated
199314,agreed,unrelated
7464,unrelated,unrelated
70409,unrelated,unrelated
115111,unrelated,unrelated
65353,unrelated,unrelated
57067,unrelated,unrelated
237881,unrelated,unrelated
315899,unrelated,unrelated
235513,unrelated,unrelated
158019,unrelated,unrelated
263568,unrelated,unrelated
221990,agreed,unrelated
147730,unrelated,unrelated
317396,agreed,unrelated
80746,agreed,unrelated
99660,unrelated,unrelated
69523,unrelated,unrelated
92748,unrelated,unrelated
254481,agreed,unrelated
121631,unrelated,unrelated
233042,unrelated,unrelated
281120,unrelated,unrelated
230495,unrelated,unrelated
,,unrelated
298032,unrelated,unrelated
128546,unrelated,unrelated
21450,agreed,unrelated
156291,unrelated,unrelated
80886,agreed,agreed
33831,unrelated,unrelated
277169,unrelated,agreed
126224,unrelated,unrelated
92906,agreed,unrelated
189353,unrelated,unrelated
167320,unrelated,unrelated
62391,unrelated,unrelated
2902,agreed,agreed
4891,unrelated,unrelated
127883,unrelated,unrelated
277141,agreed,unrelated
26155,unrelated,unrelated
99982,unrelated,unrelated
231591,agreed,unrelated
233233,unrelated,unrelated
246843,agreed,unrelated
20031,unrelated,unrelated
134377,unrelated,unrelated
100992,unrelated,unrelated
135782,agreed,unrelated
119724,unrelated,unrelated
255233,agreed,unrelated
142217,agreed,agreed
232043,unrelated,unrelated
114553,agreed,agreed
35129,unrelated,unrelated
63470,agreed,unrelated
306232,unrelated,unrelated
293870,unrelated,unrelated
240692,unrelated,unrelated
26891,unrelated,unrelated
267411,unrelated,agreed
47053,unrelated,unrelated
131970,agreed,unrelated
95321,agreed,unrelated
312703,unrelated,unrelated
19621,unrelated,unrelated
119059,unrelated,unrelated
315615,agreed,agreed
189121,unrelated,unrelated
215073,unrelated,unrelated
78064,disagreed,unrelated
286347,unrelated,unrelated
109187,unrelated,unrelated
130443,unrelated,unrelated
220860,agreed,agreed
28787,unrelated,unrelated
179309,unrelated,unrelated
303385,unrelated,unrelated
241077,unrelated,unrelated
163820,unrelated,unrelated
208204,unrelated,unrelated
60315,agreed,unrelated
123596,agreed,unrelated
197508,unrelated,unrelated
33242,unrelated,unrelated
272230,agreed,agreed
134338,unrelated,unrelated
162117,unrelated,unrelated
273332,unrelated,unrelated
11881,unrelated,unrelated
232633,unrelated,unrelated
40164,unrelated,unrelated
92060,agreed,unrelated
258416,disagreed,unrelated
62679,unrelated,unrelated
150189,unrelated,unrelated
204846,unrelated,unrelated
266896,unrelated,agreed
33385,unrelated,unrelated
214214,agreed,unrelated
293188,unrelated,unrelated
200941,unrelated,unrelated
285149,unrelated,unrelated
16426,agreed,unrelated
245757,unrelated,unrelated
172184,unrelated,unrelated
217388,unrelated,unrelated
36227,unrelated,unrelated
89143,unrelated,unrelated
242732,unrelated,unrelated
296314,unrelated,unrelated
235446,unrelated,unrelated
261238,agreed,unrelated
67195,agreed,agreed
215609,unrelated,unrelated
226715,unrelated,agreed
264886,unrelated,unrelated
137472,unrelated,unrelated
77649,agreed,unrelated
175748,agreed,unrelated
145244,unrelated,unrelated
51229,agreed,agreed
135410,unrelated,unrelated
20365,unrelated,unrelated
50307,agreed,agreed
172882,agreed,unrelated
284330,unrelated,unrelated
135764,unrelated,unrelated
218836,agreed,agreed
231796,unrelated,unrelated
272969,unrelated,unrelated
207497,unrelated,unrelated
55471,unrelated,unrelated
139846,agreed,agreed
233203,unrelated,unrelated
302872,unrelated,unrelated
318466,unrelated,unrelated
98486,agreed,agreed
250170,unrelated,unrelated
205687,unrelated,unrelated
69771,unrelated,unrelated
40621,agreed,agreed
220587,agreed,agreed
253437,unrelated,unrelated
14955,unrelated,unrelated
79769,disagreed,unrelated
109129,unrelated,unrelated
216711,unrelated,unrelated
305172,unrelated,unrelated
16983,agreed,agreed
108605,agreed,unrelated
123362,agreed,unrelated
4436,unrelated,unrelated
262275,disagreed,unrelated
293066,unrelated,unrelated
90729,unrelated,unrelated
197997,unrelated,unrelated
270508,unrelated,unrelated
217132,unrelated,unrelated
236070,agreed,unrelated
110568,unrelated,unrelated
81754,unrelated,unrelated
175397,unrelated,unrelated
217803,unrelated,unrelated
13952,unrelated,unrelated
264419,unrelated,agreed
17985,unrelated,unrelated
82898,agreed,unrelated
85505,unrelated,unrelated
66694,agreed,agreed
99481,unrelated,unrelated
105274,unrelated,unrelated
248782,disagreed,unrelated
62542,agreed,unrelated
109466,unrelated,unrelated
97894,agreed,agreed
173199,unrelated,unrelated
195446,agreed,unrelated
219405,unrelated,unrelated
8852,agreed,unrelated
290012,unrelated,unrelated
103164,unrelated,agreed
127976,unrelated,unrelated
169696,unrelated,unrelated
280203,unrelated,unrelated
210376,unrelated,unrelated
52292,unrelated,unrelated
64564,unrelated,unrelated
207899,agreed,agreed
144068,unrelated,unrelated
174475,agreed,unrelated
114280,agreed,unrelated
317202,disagreed,unrelated
320491,agreed,unrelated
202696,agreed,agreed
208208,unrelated,unrelated
285223,unrelated,unrelated
222781,unrelated,unrelated
61578,agreed,unrelated
138162,unrelated,unrelated
82834,unrelated,unrelated
148910,unrelated,unrelated
198520,agreed,unrelated
28621,unrelated,unrelated
38532,unrelated,unrelated
195376,unrelated,agreed
201272,agreed,unrelated
134394,unrelated,unrelated
191097,unrelated,unrelated
77533,unrelated,unrelated
216614,unrelated,unrelated
169725,unrelated,unrelated
320838,agreed,agreed
234877,unrelated,unrelated
131515,agreed,unrelated
86550,agreed,unrelated
144167,unrelated,unrelated
149745,agreed,unrelated
154704,unrelated,unrelated
13234,unrelated,unrelated
283871,disagreed,unrelated
224237,agreed,unrelated
317002,unrelated,agreed
199419,unrelated,unrelated
253680,unrelated,unrelated
265656,unrelated,unrelated
260553,unrelated,unrelated
184903,unrelated,unrelated
216564,agreed,agreed
288112,agreed,unrelated
193108,unrelated,unrelated
160879,agreed,unrelated
243680,agreed,unrelated
154020,disagreed,unrelated
311495,unrelated,agreed
93949,unrelated,unrelated
5394,unrelated,unrelated
246652,unrelated,unrelated
12885,unrelated,unrelated
284315,agreed,unrelated
119218,unrelated,unrelated
247003,disagreed,unrelated
291946,unrelated,unrelated
249261,unrelated,unrelated
11454,unrelated,unrelated
150225,agreed,unrelated
317435,agreed,unrelated
28604,unrelated,unrelated
315014,agreed,unrelated
260592,unrelated,unrelated
97634,agreed,agreed
293315,unrelated,unrelated
48127,unrelated,unrelated
75692,agreed,unrelated
171595,unrelated,unrelated
61673,unrelated,unrelated
195547,agreed,unrelated
257135,unrelated,agreed
309023,agreed,agreed
232076,agreed,agreed
219473,unrelated,unrelated
145031,unrelated,unrelated
51017,unrelated,agreed
136109,agreed,agreed
127918,unrelated,unrelated
269359,agreed,agreed
107984,agreed,agreed
150213,unrelated,unrelated
51531,agreed,unrelated
223084,agreed,unrelated
48633,unrelated,unrelated
181745,unrelated,unrelated
58665,unrelated,unrelated
117879,unrelated,unrelated
127246,unrelated,unrelated
281365,agreed,unrelated
70234,unrelated,unrelated
181688,agreed,unrelated
215051,unrelated,unrelated
198619,unrelated,unrelated
210717,agreed,agreed
318194,agreed,unrelated
85061,agreed,unrelated
98978,unrelated,unrelated
101839,unrelated,unrelated
157786,agreed,agreed
277756,unrelated,agreed
40099,unrelated,unrelated
299748,unrelated,unrelated
57614,unrelated,unrelated
259894,unrelated,unrelated
151003,agreed,agreed
62815,unrelated,unrelated
160714,unrelated,unrelated
290038,agreed,unrelated
308439,unrelated,unrelated
66430,unrelated,unrelated
68061,unrelated,unrelated
157147,unrelated,unrelated
33395,unrelated,unrelated
196898,unrelated,unrelated
160284,disagreed,unrelated
193478,unrelated,unrelated
296850,unrelated,unrelated
302179,unrelated,unrelated
230019,agreed,unrelated
4129,unrelated,unrelated
135730,agreed,unrelated
183023,unrelated,unrelated
295554,agreed,unrelated
49370,agreed,unrelated
85593,unrelated,unrelated
169742,unrelated,unrelated
68825,agreed,unrelated
171172,unrelated,unrelated
300746,unrelated,unrelated
304390,agreed,unrelated
184904,unrelated,unrelated
12027,agreed,unrelated
37103,agreed,unrelated
134904,unrelated,unrelated
106803,unrelated,unrelated
250420,disagreed,unrelated
185867,agreed,unrelated
263817,unrelated,unrelated
307548,agreed,agreed
77870,unrelated,unrelated
195018,agreed,unrelated
295423,unrelated,unrelated
237222,unrelated,unrelated
147501,disagreed,unrelated
9856,unrelated,unrelated
119154,unrelated,unrelated
24976,unrelated,unrelated
11344,agreed,unrelated
219923,unrelated,unrelated
173071,unrelated,unrelated
54649,unrelated,unrelated
59233,unrelated,unrelated
243244,unrelated,unrelated
150264,unrelated,unrelated
229497,agreed,unrelated
319687,unrelated,unrelated
158185,unrelated,unrelated
112697,unrelated,agreed
142144,agreed,unrelated
292385,unrelated,unrelated
11956,agreed,unrelated
93109,unrelated,unrelated
260380,agreed,unrelated
271470,agreed,unrelated
242010,unrelated,unrelated
93886,agreed,agreed
46258,unrelated,unrelated
180735,unrelated,unrelated
148978,unrelated,unrelated
30648,unrelated,unrelated
308586,unrelated,unrelated
118024,agreed,unrelated
229925,agreed,unrelated
143645,unrelated,unrelated
255873,unrelated,unrelated
39661,unrelated,unrelated
199103,agreed,unrelated
98835,unrelated,unrelated
39192,unrelated,unrelated
71173,disagreed,unrelated
250516,unrelated,unrelated
259526,unrelated,unrelated
300651,unrelated,unrelated
7224,unrelated,unrelated
229075,unrelated,unrelated
203914,agreed,unrelated
147644,agreed,unrelated
265259,agreed,unrelated
148995,unrelated,unrelated
67291,unrelated,unrelated
1555,unrelated,unrelated
119060,unrelated,unrelated
99044,unrelated,unrelated
15049,agreed,agreed
197002,unrelated,unrelated
157032,agreed,unrelated
262988,agreed,unrelated
54921,unrelated,unrelated
224892,unrelated,unrelated
293989,unrelated,unrelated
72329,unrelated,unrelated
14637,unrelated,unrelated
161530,unrelated,unrelated
300007,unrelated,unrelated
36204,unrelated,unrelated
275420,agreed,unrelated
139806,unrelated,unrelated
124115,unrelated,unrelated
20440,unrelated,unrelated
305163,unrelated,unrelated
183210,unrelated,unrelated
30474,unrelated,unrelated
164105,unrelated,unrelated
283562,agreed,unrelated
189758,unrelated,unrelated
66754,unrelated,unrelated
242458,unrelated,unrelated
254443,unrelated,unrelated
229507,unrelated,unrelated
253405,unrelated,unrelated
153436,unrelated,unrelated
185397,unrelated,agreed
287906,unrelated,unrelated
226835,unrelated,unrelated
153942,unrelated,unrelated
123292,unrelated,unrelated
72734,unrelated,unrelated
263514,unrelated,unrelated
56699,unrelated,unrelated
278363,unrelated,unrelated
263013,unrelated,unrelated
198573,unrelated,unrelated
103329,unrelated,unrelated
82870,unrelated,unrelated
103181,unrelated,unrelated
104101,unrelated,unrelated
118320,unrelated,unrelated
70127,unrelated,unrelated
141600,unrelated,unrelated
290525,unrelated,unrelated
8563,unrelated,unrelated
110472,unrelated,unrelated
161534,agreed,unrelated
91967,unrelated,unrelated
121194,agreed,unrelated
123098,unrelated,unrelated
315081,agreed,agreed
129493,unrelated,unrelated
135911,agreed,unrelated
60290,unrelated,unrelated
281576,unrelated,unrelated
115991,unrelated,unrelated
224991,unrelated,unrelated
70991,unrelated,unrelated
197528,agreed,unrelated
9578,unrelated,unrelated
53256,unrelated,agreed
59619,unrelated,unrelated
13537,unrelated,unrelated
116834,agreed,unrelated
121540,unrelated,unrelated
287978,agreed,unrelated
58494,unrelated,unrelated
174446,agreed,unrelated
116110,unrelated,unrelated
66569,unrelated,unrelated
277271,agreed,agreed
130233,agreed,unrelated
79067,unrelated,unrelated
114611,agreed,unrelated
71024,unrelated,unrelated
34369,agreed,unrelated
262268,disagreed,unrelated
151228,unrelated,unrelated
10719,agreed,unrelated
29799,unrelated,unrelated
270589,unrelated,unrelated
281007,agreed,unrelated
261179,disagreed,unrelated
298218,unrelated,unrelated
319140,unrelated,unrelated
129010,unrelated,unrelated
170162,unrelated,unrelated
287436,unrelated,unrelated
64303,agreed,unrelated
199112,unrelated,unrelated
235366,unrelated,unrelated
159619,unrelated,unrelated
111293,unrelated,unrelated
190603,unrelated,unrelated
59116,disagreed,unrelated
114703,unrelated,unrelated
219640,agreed,unrelated
69860,unrelated,unrelated
217298,agreed,unrelated
7393,unrelated,unrelated
113719,unrelated,unrelated
298869,unrelated,unrelated
250304,unrelated,unrelated
157909,unrelated,unrelated
178973,unrelated,unrelated
59679,agreed,unrelated
311311,agreed,agreed
66416,unrelated,unrelated
221364,agreed,agreed
41694,unrelated,unrelated
203214,agreed,agreed
147302,unrelated,unrelated
187849,unrelated,unrelated
100286,unrelated,unrelated
210976,agreed,unrelated
128664,agreed,unrelated
99569,unrelated,unrelated
163787,agreed,unrelated
109065,agreed,agreed
169042,unrelated,unrelated
4613,agreed,unrelated
292983,unrelated,unrelated
192946,unrelated,unrelated
131560,unrelated,unrelated
281561,unrelated,unrelated
264313,unrelated,unrelated
131137,unrelated,unrelated
243898,agreed,unrelated
271691,agreed,agreed
312414,unrelated,unrelated
289661,agreed,unrelated
182111,unrelated,unrelated
219739,unrelated,unrelated
190150,unrelated,unrelated
263366,unrelated,unrelated
118578,unrelated,unrelated
239744,unrelated,unrelated
207830,agreed,unrelated
99857,agreed,unrelated
104932,unrelated,unrelated
183871,unrelated,unrelated
90803,agreed,agreed
25372,unrelated,unrelated
291848,agreed,unrelated
305017,unrelated,unrelated
88116,unrelated,unrelated
48995,unrelated,unrelated
188807,unrelated,unrelated
111790,unrelated,unrelated
248979,unrelated,unrelated
300586,unrelated,unrelated
13208,unrelated,unrelated
278880,unrelated,unrelated
26330,unrelated,unrelated
182051,unrelated,unrelated
234470,agreed,agreed
313627,agreed,unrelated
193445,unrelated,unrelated
201313,agreed,unrelated
122982,unrelated,agreed
224727,unrelated,unrelated
265958,unrelated,unrelated
279961,unrelated,unrelated
41869,agreed,agreed
136870,unrelated,unrelated
159939,agreed,unrelated
187207,unrelated,unrelated
171366,unrelated,unrelated
71577,unrelated,unrelated
224090,unrelated,unrelated
17884,unrelated,unrelated
142334,unrelated,unrelated
123765,agreed,unrelated
82154,unrelated,unrelated
46593,unrelated,unrelated
139474,agreed,unrelated
176807,unrelated,unrelated
183898,agreed,agreed
232999,unrelated,unrelated
92873,unrelated,unrelated
232332,unrelated,unrelated
121123,agreed,unrelated
190539,agreed,unrelated
284093,agreed,unrelated
182597,unrelated,unrelated
78008,unrelated,unrelated
76762,unrelated,unrelated
266101,agreed,agreed
158182,unrelated,unrelated
286306,unrelated,unrelated
138671,unrelated,unrelated
86092,unrelated,unrelated
296815,unrelated,unrelated
153862,agreed,unrelated
72478,unrelated,unrelated
154367,unrelated,unrelated
889,unrelated,unrelated
135152,agreed,unrelated
14268,unrelated,unrelated
174812,agreed,agreed
130991,unrelated,unrelated
101743,unrelated,unrelated
153286,unrelated,unrelated
268613,unrelated,unrelated
1169,unrelated,unrelated
10511,agreed,unrelated
29557,unrelated,unrelated
128484,disagreed,unrelated
305630,unrelated,unrelated
238132,agreed,unrelated
307008,unrelated,unrelated
199856,unrelated,unrelated
163492,unrelated,unrelated
140730,agreed,agreed
102491,unrelated,unrelated
272406,agreed,unrelated
53262,agreed,unrelated
23623,unrelated,unrelated
189957,agreed,agreed
224521,unrelated,unrelated
143439,unrelated,unrelated
12429,unrelated,unrelated
153658,unrelated,unrelated
22215,agreed,unrelated
253013,unrelated,unrelated
282652,agreed,unrelated
87047,unrelated,unrelated
157307,unrelated,unrelated
129875,agreed,unrelated
216132,unrelated,unrelated
103769,agreed,unrelated
173293,unrelated,unrelated
258145,disagreed,unrelated
273517,unrelated,unrelated
99787,unrelated,unrelated
269265,unrelated,agreed
53597,agreed,agreed
222779,unrelated,unrelated
59574,unrelated,unrelated
179381,unrelated,unrelated
296597,unrelated,unrelated
281324,unrelated,unrelated
156944,unrelated,unrelated
320800,agreed,agreed
257670,unrelated,unrelated
189192,unrelated,unrelated
166247,unrelated,unrelated
301999,unrelated,unrelated
2083,agreed,unrelated
80149,unrelated,unrelated
314267,unrelated,unrelated
74492,unrelated,unrelated
8355,unrelated,unrelated
27103,unrelated,unrelated
248184,unrelated,unrelated
37308,agreed,unrelated
91949,unrelated,unrelated
57192,unrelated,unrelated
37892,unrelated,unrelated
150884,agreed,unrelated
283666,unrelated,unrelated
5933,agreed,unrelated
130130,unrelated,unrelated
137238,agreed,unrelated
316000,unrelated,unrelated
187804,unrelated,unrelated
151742,unrelated,unrelated
305368,unrelated,unrelated
297106,unrelated,unrelated
133396,unrelated,unrelated
290118,unrelated,unrelated
86470,unrelated,unrelated
36696,unrelated,unrelated
263824,unrelated,unrelated
161260,unrelated,unrelated
194977,unrelated,unrelated
96448,agreed,unrelated
223168,unrelated,unrelated
50268,unrelated,unrelated
